scheme,boundary,mean_hit_ratio,mean_best_cover,mean_best_iou,full80_ratio,avg_num_pred_spans,rank_score
object_balanced_with_collision,peeks_hz0.55_exp6_12,1.0,0.7114777593036511,0.5090372324118556,0.3829787234042553,2.0851063829787235,0.7108705281803214
object_balanced_with_collision,peeks_hz0.75_exp6_12,1.0,0.6993197045924049,0.5024905875673384,0.3829787234042553,2.0851063829787235,0.703154839613569
object_balanced_with_collision,peeks_hz0.95_exp6_12,0.9787234042553191,0.6836558838398187,0.49149977481559076,0.3617021276595745,2.0851063829787235,0.6861922473259346
baseline_current_raw,thres_hz0.6_lz0.1_exp8_12,1.0,0.6427225585896043,0.5110342370337043,0.3191489361702128,3.0,0.6660347321702494
baseline_current_raw,thres_hz0.6_lz0.25_exp8_12,1.0,0.6417093873636671,0.5100210658077672,0.3191489361702128,3.0,0.6652748537507965
baseline_current_raw,thres_hz0.6_lz0.4_exp8_12,1.0,0.6415007932877388,0.5098124717318389,0.3191489361702128,3.0,0.6651184081938504
object_scene_light,peeks_hz0.55_exp6_12,1.0,0.6579783003217707,0.47720719723295246,0.2765957446808511,2.2127659574468086,0.6648866941499746
object_scene_light,peeks_hz0.75_exp6_12,1.0,0.655377827508532,0.4796938147743313,0.2765957446808511,2.2127659574468086,0.6642081121286999
baseline_current_raw,thres_hz0.8_lz0.1_exp8_12,1.0,0.6361369456210125,0.5043542021526307,0.3191489361702128,2.978723404255319,0.6611782999444087
baseline_current_raw,thres_hz1.0_lz0.1_exp8_12,1.0,0.6361369456210125,0.5043542021526307,0.3191489361702128,2.978723404255319,0.6611782999444087
object_scene_light,peeks_hz0.95_exp6_12,1.0,0.6462470959122185,0.47294067638164355,0.2765957446808511,2.25531914893617,0.6577416957749244
baseline_current_raw,thres_hz0.8_lz0.25_exp8_12,0.9787234042553191,0.635630360008044,0.5040814252841093,0.3191489361702128,2.978723404255319,0.6566014937718578
baseline_current_raw,thres_hz1.0_lz0.25_exp8_12,0.9787234042553191,0.635630360008044,0.5040814252841093,0.3191489361702128,2.978723404255319,0.6566014937718578
baseline_current_raw,thres_hz0.8_lz0.4_exp8_12,0.9787234042553191,0.6354217659321156,0.5038728312081809,0.3191489361702128,2.978723404255319,0.6564450482149116
baseline_current_raw,thres_hz1.0_lz0.4_exp8_12,0.9787234042553191,0.6354217659321156,0.5038728312081809,0.3191489361702128,2.978723404255319,0.6564450482149116
object_balanced_with_collision,thres_hz0.8_lz0.1_exp8_12,1.0,0.6064529436786513,0.4519028515867518,0.2553191489361702,2.765957446808511,0.6279043123955881
object_balanced_with_collision,thres_hz0.6_lz0.1_exp8_12,1.0,0.6064529436786513,0.4514787333991501,0.2553191489361702,2.765957446808511,0.6277982828486877
object_balanced_with_collision,thres_hz0.8_lz0.25_exp8_12,1.0,0.6060096812673038,0.45172632948133545,0.2553191489361702,2.765957446808511,0.6276385506635602
object_balanced_with_collision,thres_hz0.6_lz0.25_exp8_12,1.0,0.6060096812673038,0.45130221129373393,0.2553191489361702,2.765957446808511,0.6275325211166599
object_balanced_with_collision,thres_hz0.8_lz0.4_exp8_12,1.0,0.6060096812673038,0.45186502958397357,0.2553191489361702,2.8085106382978724,0.627460459731773
object_balanced_with_collision,thres_hz0.6_lz0.4_exp8_12,1.0,0.6060096812673038,0.45144091139637194,0.2553191489361702,2.8085106382978724,0.6273544301848726
object_residual_turn,thres_hz0.6_lz0.1_exp8_12,1.0,0.5986868310793623,0.46121772642144837,0.23404255319148937,2.9361702127659575,0.6233712514003623
object_residual_turn,thres_hz0.6_lz0.25_exp8_12,1.0,0.5985782770194404,0.46114254410432937,0.23404255319148937,2.9574468085106385,0.6231917958123983
object_residual_turn,thres_hz0.6_lz0.4_exp8_12,1.0,0.5980716914064719,0.46086976723580786,0.23404255319148937,2.978723404255319,0.6227639258100603
object_scene_balanced,peeks_hz0.55_exp6_12,1.0,0.5977265415871975,0.44409833808653226,0.2127659574468085,2.4893617021276597,0.6187176425492744
object_balanced_with_collision,thres_hz1.0_lz0.25_exp8_12,0.9787234042553191,0.5958146458063109,0.4446685339644492,0.2553191489361702,2.723404255319149,0.6167340308623529
