mean_hit_ratio,mean_best_cover,mean_best_iou,full80_ratio,avg_num_pred_spans,avg_span_ratio,mean_best_pred_to_gt_ratio,mean_gt_lift,vlm_refine_rank,scheme,boundary
1.0,0.6649590359560157,0.5229335883798313,0.3829787234042553,2.851063829787234,0.7466527420312971,0.9833491977752441,0.5999712664782605,0.47896438349569986,source_like_smooth5,peeks_hz0.95_exp6_10_mg4_min8
1.0,0.6700248920857016,0.5279994445095172,0.3829787234042553,2.872340425531915,0.7522815295749782,0.98841505390493,0.5999712664782605,0.4789215817507705,source_like_smooth5,peeks_hz0.75_exp6_10_mg4_min8
1.0,0.6562074210861303,0.5202813363807179,0.3617021276595745,2.8297872340425534,0.7247054231270907,0.9716834722325917,0.5783886156896961,0.4788437024003133,object_only_smooth5,peeks_hz0.55_exp4_8_mg8_min10
1.0,0.6624261078911728,0.5196992340816472,0.3829787234042553,2.8297872340425534,0.7444705270831247,0.9990533517772704,0.5999712664782605,0.4788053935494759,source_like_smooth5,peeks_hz0.95_exp6_10_mg4_min10
1.0,0.6134612315502859,0.4719963796231576,0.3191489361702128,2.4893617021276597,0.6710291279710161,1.0325201719886083,0.5911729964625804,0.4785125741525071,source_like_smooth7,peeks_hz1.15_exp4_8_mg12_min6
1.0,0.6649590359560157,0.5229335883798313,0.3829787234042553,2.872340425531915,0.7470467530636059,0.9833491977752441,0.5999712664782605,0.47838124716788266,source_like_smooth5,peeks_hz0.95_exp6_10_mg4_min6
1.0,0.6700248920857016,0.5279994445095172,0.3829787234042553,2.893617021276596,0.7526755406072871,0.98841505390493,0.5999712664782605,0.4783384454229533,source_like_smooth5,peeks_hz0.75_exp6_10_mg4_min6
1.0,0.6562074210861303,0.5202813363807179,0.3617021276595745,2.851063829787234,0.7252669755074488,0.9716834722325917,0.5783886156896961,0.4781935495332766,object_only_smooth5,peeks_hz0.55_exp4_8_mg8_min6
1.0,0.6562074210861303,0.5202813363807179,0.3617021276595745,2.851063829787234,0.7252669755074488,0.9716834722325917,0.5783886156896961,0.4781935495332766,object_only_smooth5,peeks_hz0.55_exp4_8_mg8_min8
1.0,0.6149119085328777,0.47344705660574943,0.3191489361702128,2.5106382978723403,0.6730898804068669,1.0339708489712003,0.5911729964625804,0.47801709329422093,source_like_smooth7,peeks_hz0.95_exp4_8_mg12_min6
1.0,0.658212798280873,0.5197851229055238,0.3829787234042553,2.872340425531915,0.7431799995480286,0.9722509291523258,0.5999712664782605,0.47713945942320646,source_like_smooth5,peeks_hz1.15_exp6_10_mg4_min8
1.0,0.6203790857325777,0.4741048396657549,0.3191489361702128,2.4680851063829787,0.6824305311034189,1.060914185944932,0.5911729964625804,0.47701295016129236,source_like_smooth7,peeks_hz0.55_exp4_8_mg12_min6
1.0,0.6556798702160301,0.5165507686073397,0.3829787234042553,2.851063829787234,0.7409977845998562,0.9879550831543522,0.5999712664782605,0.47698046947698264,source_like_smooth5,peeks_hz1.15_exp6_10_mg4_min10
1.0,0.6149119085328777,0.47344705660574943,0.3191489361702128,2.5106382978723403,0.6757261038738563,1.0339708489712003,0.5911729964625804,0.4769626039074252,source_like_smooth7,peeks_hz0.75_exp4_8_mg12_min6
1.0,0.658212798280873,0.5197851229055238,0.3829787234042553,2.893617021276596,0.7435740105803375,0.9722509291523258,0.5999712664782605,0.47655632309538937,source_like_smooth5,peeks_hz1.15_exp6_10_mg4_min6
1.0,0.6492645319483923,0.5169148072863001,0.3404255319148936,2.8297872340425534,0.7149842419250995,0.9624404105819154,0.5783886156896961,0.4764328892190011,object_only_smooth5,peeks_hz0.95_exp4_8_mg8_min10
1.0,0.6492645319483923,0.5169148072863001,0.3404255319148936,2.851063829787234,0.7155457943054577,0.9624404105819154,0.5783886156896961,0.4757827363519643,object_only_smooth5,peeks_hz0.95_exp4_8_mg8_min6
1.0,0.6492645319483923,0.5169148072863001,0.3404255319148936,2.851063829787234,0.7155457943054577,0.9624404105819154,0.5783886156896961,0.4757827363519643,object_only_smooth5,peeks_hz0.95_exp4_8_mg8_min8
1.0,0.636617860997657,0.48608845390140654,0.3191489361702128,2.4893617021276597,0.7076858483567469,1.0704742551344677,0.5911729964625804,0.4740784222770233,source_like_smooth7,peeks_hz1.15_exp6_10_mg8_min8
1.0,0.6508138741755986,0.47149694530301073,0.3404255319148936,2.0851063829787235,0.719033475194533,1.176519851146993,0.5181236769013265,0.4738872373939482,object_scene_light_norm,peeks_hz1.35_exp6_10_mg12_min8
1.0,0.6508138741755986,0.47149694530301073,0.3404255319148936,2.0851063829787235,0.719033475194533,1.176519851146993,0.5181236769013265,0.4738872373939482,object_scene_light_norm,peeks_hz1.35_exp6_10_mg12_min10
1.0,0.638068537980249,0.4875391308839985,0.3191489361702128,2.5106382978723403,0.7098915861128343,1.0719249321170596,0.5911729964625804,0.47352494729064254,source_like_smooth7,peeks_hz0.95_exp6_10_mg8_min8
1.0,0.6618418185577356,0.47448675491450804,0.3404255319148936,2.021276595744681,0.7334859289780198,1.2029369815065514,0.5181236769013265,0.47350975574981774,object_scene_light_norm,peeks_hz0.75_exp6_10_mg12_min8
1.0,0.6618418185577356,0.47448675491450804,0.3404255319148936,2.021276595744681,0.7334859289780198,1.2029369815065514,0.5181236769013265,0.47350975574981774,object_scene_light_norm,peeks_hz0.75_exp6_10_mg12_min10
1.0,0.636617860997657,0.48608845390140654,0.3191489361702128,2.5106382978723403,0.7080798593890558,1.0704742551344677,0.5911729964625804,0.4734952859492061,source_like_smooth7,peeks_hz1.15_exp6_10_mg8_min6
1.0,0.638068537980249,0.4875391308839985,0.3191489361702128,2.5319148936170213,0.7102855971451432,1.0719249321170596,0.5911729964625804,0.4729418109628254,source_like_smooth7,peeks_hz0.95_exp6_10_mg8_min6
1.0,0.6525024928854939,0.46775447273457466,0.3404255319148936,2.0638297872340425,0.7219617871524246,1.1886103611098433,0.5181236769013265,0.47293330799916444,object_scene_light_norm,peeks_hz1.15_exp6_10_mg12_min8
1.0,0.6525024928854939,0.46775447273457466,0.3404255319148936,2.0638297872340425,0.7219617871524246,1.1886103611098433,0.5181236769013265,0.47293330799916444,object_scene_light_norm,peeks_hz1.15_exp6_10_mg12_min10
1.0,0.6350290243024374,0.48403199971729277,0.3191489361702128,2.4680851063829787,0.7095311794835294,1.0871225005061171,0.5911729964625804,0.47284610316191095,source_like_smooth7,peeks_hz0.75_exp6_10_mg8_min10
1.0,0.6520537837232021,0.5166930333701866,0.3617021276595745,2.872340425531915,0.7390994855155584,0.9624524969014859,0.5999712664782605,0.4727781071515236,source_like_smooth5,peeks_hz1.35_exp6_10_mg4_min8
1.0,0.6495208556583593,0.5134586790720025,0.3617021276595745,2.851063829787234,0.736917270567386,0.9781566509035123,0.5999712664782605,0.47261911720529964,source_like_smooth5,peeks_hz1.35_exp6_10_mg4_min10
1.0,0.6395290835137428,0.48325551752902796,0.3191489361702128,2.425531914893617,0.7154670865177509,1.1133903899958912,0.5911729964625804,0.47260752668797434,source_like_smooth7,peeks_hz0.55_exp6_10_mg8_min10
1.0,0.638068537980249,0.4875391308839985,0.3191489361702128,2.5106382978723403,0.7125278095798235,1.0719249321170596,0.5911729964625804,0.4724704579038469,source_like_smooth7,peeks_hz0.75_exp6_10_mg8_min8
1.0,0.6425685971915545,0.4867626486957335,0.3191489361702128,2.4680851063829787,0.7184637166140451,1.0981928216068335,0.5911729964625804,0.4722318814299103,source_like_smooth7,peeks_hz0.55_exp6_10_mg8_min8
1.0,0.6520537837232021,0.5166930333701866,0.3617021276595745,2.893617021276596,0.7394934965478672,0.9624524969014859,0.5999712664782605,0.4721949708237064,source_like_smooth5,peeks_hz1.35_exp6_10_mg4_min6
1.0,0.638068537980249,0.4875391308839985,0.3191489361702128,2.5319148936170213,0.7129218206121325,1.0719249321170596,0.5911729964625804,0.47188732157602964,source_like_smooth7,peeks_hz0.75_exp6_10_mg8_min6
1.0,0.6525024928854939,0.4674089682872846,0.3404255319148936,2.0638297872340425,0.724520082156674,1.190696301869126,0.5181236769013265,0.4718408891080067,object_scene_light_norm,peeks_hz0.95_exp6_10_mg12_min8
1.0,0.6525024928854939,0.4674089682872846,0.3404255319148936,2.0638297872340425,0.724520082156674,1.190696301869126,0.5181236769013265,0.4718408891080067,object_scene_light_norm,peeks_hz0.95_exp6_10_mg12_min10
1.0,0.6518270454015357,0.47367916025118306,0.3404255319148936,2.148936170212766,0.7230605847383448,1.1592959403060608,0.5181236769013265,0.47176045561367697,object_scene_light_norm,peeks_hz1.35_exp6_10_mg12_min6
0.9787234042553191,0.8729359992313951,0.5373709624414565,0.7446808510638298,1.4680851063829787,0.8441684268171661,22.91901580303646,0.5911729964625804,0.471746675559066,source_like_smooth7,peeks_hz1.35_exp14_24_mg4_min6
0.9787234042553191,0.8729359992313951,0.5373709624414565,0.7446808510638298,1.4680851063829787,0.8441684268171661,22.91901580303646,0.5911729964625804,0.471746675559066,source_like_smooth7,peeks_hz1.35_exp14_24_mg4_min8
0.9787234042553191,0.8729359992313951,0.5373709624414565,0.7446808510638298,1.4680851063829787,0.8441684268171661,22.91901580303646,0.5911729964625804,0.471746675559066,source_like_smooth7,peeks_hz1.35_exp14_24_mg4_min10
1.0,0.6425685971915545,0.4867626486957335,0.3191489361702128,2.4893617021276597,0.718857727646354,1.0981928216068335,0.5911729964625804,0.47164874510209315,source_like_smooth7,peeks_hz0.55_exp6_10_mg8_min6
1.0,0.673040074091104,0.5286239861541092,0.3617021276595745,2.8297872340425534,0.7603482948188688,1.0035821619819925,0.5783886156896961,0.4716415326398719,object_only_smooth5,peeks_hz0.75_exp6_10_mg4_min8
1.0,0.673040074091104,0.5286239861541092,0.3617021276595745,2.8297872340425534,0.7603482948188688,1.0035821619819925,0.5783886156896961,0.4716415326398719,object_only_smooth5,peeks_hz0.75_exp6_10_mg4_min10
1.0,0.6628549897836729,0.4766689698626804,0.3404255319148936,2.0851063829787235,0.7375130385218315,1.1857130706656192,0.5181236769013265,0.47138297396954654,object_scene_light_norm,peeks_hz0.75_exp6_10_mg12_min6
1.0,0.673040074091104,0.5286239861541092,0.3617021276595745,2.851063829787234,0.7607423058511775,1.0035821619819925,0.5783886156896961,0.4710583963120549,object_only_smooth5,peeks_hz0.75_exp6_10_mg4_min6
1.0,0.653515664111431,0.46993668768274705,0.3404255319148936,2.127659574468085,0.7259888966962363,1.1713864502689113,0.5181236769013265,0.47080652621889335,object_scene_light_norm,peeks_hz1.15_exp6_10_mg12_min6
1.0,0.6649151046097451,0.4726708027011772,0.3404255319148936,2.021276595744681,0.7430718130769395,1.2192382924887135,0.5181236769013265,0.47029566320422667,object_scene_light_norm,peeks_hz0.55_exp6_10_mg12_min8
1.0,0.6649151046097451,0.4726708027011772,0.3404255319148936,2.021276595744681,0.7430718130769395,1.2192382924887135,0.5181236769013265,0.47029566320422667,object_scene_light_norm,peeks_hz0.55_exp6_10_mg12_min10
1.0,0.653515664111431,0.469591183235457,0.3404255319148936,2.127659574468085,0.7285471917004857,1.1734723910281937,0.5181236769013265,0.4697141073277355,object_scene_light_norm,peeks_hz0.95_exp6_10_mg12_min6
1.0,0.6794906377903821,0.48104312870601684,0.3404255319148936,2.021276595744681,0.7614308333582095,1.2378780988623794,0.5181236769013265,0.46929069091049036,object_scene_light_norm,peeks_hz0.75_exp8_12_mg8_min10
1.0,0.6686712874841733,0.4781250304791369,0.3404255319148936,2.0851063829787235,0.7485421869576897,1.2125595639693765,0.5181236769013265,0.4691237419826547,object_scene_light_norm,peeks_hz1.35_exp8_12_mg8_min10
1.0,0.673040074091104,0.5269633738033049,0.3617021276595745,2.851063829787234,0.7660011296552268,1.005882334494931,0.5783886156896961,0.46862274432027434,object_only_smooth5,peeks_hz0.55_exp6_10_mg4_min8
1.0,0.673040074091104,0.5269633738033049,0.3617021276595745,2.851063829787234,0.7660011296552268,1.005882334494931,0.5783886156896961,0.46862274432027434,object_only_smooth5,peeks_hz0.55_exp6_10_mg4_min10
0.9787234042553191,0.845814340927464,0.537017119258211,0.723404255319149,1.5319148936170213,0.8188801354539604,22.852006787077272,0.5911729964625804,0.4684314417466115,source_like_smooth7,peeks_hz1.35_exp12_20_mg8_min6
0.9787234042553191,0.845814340927464,0.537017119258211,0.723404255319149,1.5319148936170213,0.8188801354539604,22.852006787077272,0.5911729964625804,0.4684314417466115,source_like_smooth7,peeks_hz1.35_exp12_20_mg8_min8
0.9787234042553191,0.845814340927464,0.537017119258211,0.723404255319149,1.5319148936170213,0.8188801354539604,22.852006787077272,0.5911729964625804,0.4684314417466115,source_like_smooth7,peeks_hz1.35_exp12_20_mg8_min10
1.0,0.6703599061940685,0.4745514736451261,0.3404255319148936,2.0638297872340425,0.7509639133026128,1.2241772606934562,0.5181236769013265,0.4684062299799434,object_scene_light_norm,peeks_hz1.15_exp8_12_mg8_min10
1.0,0.6362084391050654,0.5047837838231767,0.3191489361702128,2.851063829787234,0.7092905050356778,0.948417199750194,0.5783886156896961,0.468276442338238,object_only_smooth5,peeks_hz1.15_exp4_8_mg8_min10
1.0,0.6659282758356823,0.4748530176493496,0.3404255319148936,2.0851063829787235,0.7470989226207512,1.2020143816477813,0.5181236769013265,0.4681688814239555,object_scene_light_norm,peeks_hz0.55_exp6_10_mg12_min6
1.0,0.6570938125210274,0.49584397525839896,0.3191489361702128,2.4893617021276597,0.7440011448662501,1.1077808632637278,0.5911729964625804,0.46805571243209904,source_like_smooth7,peeks_hz1.15_exp8_12_mg4_min10
1.0,0.673040074091104,0.5269633738033049,0.3617021276595745,2.872340425531915,0.7663951406875357,1.005882334494931,0.5783886156896961,0.46803960799245714,object_only_smooth5,peeks_hz0.55_exp6_10_mg4_min6
1.0,0.6362084391050654,0.5047837838231767,0.3191489361702128,2.872340425531915,0.7098520574160361,0.948417199750194,0.5783886156896961,0.4676262894712011,object_only_smooth5,peeks_hz1.15_exp4_8_mg8_min6
1.0,0.6362084391050654,0.5047837838231767,0.3191489361702128,2.872340425531915,0.7098520574160361,0.948417199750194,0.5783886156896961,0.4676262894712011,object_only_smooth5,peeks_hz1.15_exp4_8_mg8_min8
1.0,0.6585444895036193,0.4972624149747109,0.3191489361702128,2.5106382978723403,0.7463518679425736,1.1092315402463198,0.5911729964625804,0.4674377958643679,source_like_smooth7,peeks_hz0.95_exp8_12_mg4_min10
1.0,0.6570938125210274,0.49584397525839896,0.3191489361702128,2.5106382978723403,0.7445077304792187,1.1077808632637278,0.5911729964625804,0.46742754627201794,source_like_smooth7,peeks_hz1.15_exp8_12_mg4_min6
1.0,0.6570938125210274,0.49584397525839896,0.3191489361702128,2.5106382978723403,0.7445077304792187,1.1077808632637278,0.5911729964625804,0.46742754627201794,source_like_smooth7,peeks_hz1.15_exp8_12_mg4_min8
1.0,0.6703599061940685,0.4742669606140737,0.3404255319148936,2.0638297872340425,0.7532817947956227,1.2258460133008822,0.5181236769013265,0.4674221747765289,object_scene_light_norm,peeks_hz0.95_exp8_12_mg8_min10
