mean_hit_ratio,mean_best_cover,mean_best_iou,full80_ratio,avg_num_pred_spans,avg_span_ratio,mean_best_pred_to_gt_ratio,mean_gt_lift,vlm_refine_rank,scheme,boundary
1.0,0.9034265184742557,0.5789701346934062,0.7872340425531915,1.4680851063829787,0.8472167886887452,1.6813308936344251,0.5783886156896961,0.6105662491295268,object_only_smooth5,peeks_hz1.35_exp10_16_mg12_min6
